Training Accuracy,Testing Accuracy
42.36024844720497,98.69659666908038
42.36024844720497,98.69659666908038
42.36024844720497,98.69659666908038
42.36024844720497,98.69659666908038
42.36024844720497,98.69659666908038
42.36024844720497,98.69659666908038
42.36024844720497,98.69659666908038
42.36024844720497,98.69659666908038
42.36024844720497,98.69659666908038
42.32919254658385,98.76900796524257
42.32919254658385,98.76900796524257
41.83229813664596,97.75524981897176
41.77018633540372,97.75524981897176
41.77018633540372,97.75524981897176
41.77018633540372,97.82766111513396
41.77018633540372,97.82766111513396
41.77018633540372,97.82766111513396
41.86335403726708,97.97248370745837
41.86335403726708,97.97248370745837
41.86335403726708,97.97248370745837
41.86335403726708,97.97248370745837
41.86335403726708,97.97248370745837
41.86335403726708,97.97248370745837
41.86335403726708,97.97248370745837
41.86335403726708,97.97248370745837
41.8944099378882,97.97248370745837
41.8944099378882,97.97248370745837
41.8944099378882,97.97248370745837
41.8944099378882,97.97248370745837
41.8944099378882,97.97248370745837
41.67701863354038,96.74149167270095
41.8944099378882,97.97248370745837
41.8944099378882,97.97248370745837
41.8944099378882,97.97248370745837
41.92546583850932,97.97248370745837
41.8944099378882,97.97248370745837
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,97.97248370745837
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
41.92546583850932,98.04489500362057
42.04968944099379,97.97248370745837
41.95652173913044,98.04489500362057
41.98757763975156,98.04489500362057
41.98757763975156,98.04489500362057
41.98757763975156,98.04489500362057
41.98757763975156,98.04489500362057
41.98757763975156,98.04489500362057
41.98757763975156,98.04489500362057
41.83229813664596,96.16220130340332
41.98757763975156,98.04489500362057
41.98757763975156,98.04489500362057
41.98757763975156,98.04489500362057
41.98757763975156,98.04489500362057
41.98757763975156,98.04489500362057
41.98757763975156,98.04489500362057
41.98757763975156,98.04489500362057
41.98757763975156,98.04489500362057
42.01863354037267,98.04489500362057
42.01863354037267,98.04489500362057
42.01863354037267,98.04489500362057
42.01863354037267,98.04489500362057
42.01863354037267,98.04489500362057
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.01863354037267,98.11730629978277
42.04968944099379,98.18971759594497
42.04968944099379,98.18971759594497
42.04968944099379,98.18971759594497
42.04968944099379,98.18971759594497
42.04968944099379,98.18971759594497
42.08074534161491,98.26212889210717
42.08074534161491,98.26212889210717
42.08074534161491,98.26212889210717
42.08074534161491,98.26212889210717
42.08074534161491,98.26212889210717
42.08074534161491,98.26212889210717
42.08074534161491,98.26212889210717
42.04968944099379,98.26212889210717
42.08074534161491,98.26212889210717
42.08074534161491,98.26212889210717
42.08074534161491,98.26212889210717
49.56521739130435,73.42505430847213
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
42.01863354037267,98.26212889210717
41.95652173913044,98.18971759594497
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.61042722664736
41.70807453416149,97.61042722664736
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.70807453416149,97.53801593048516
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
41.80124223602484,97.75524981897176
47.88819875776398,66.11151339608979
41.80124223602484,97.82766111513396
41.80124223602484,97.82766111513396
41.64596273291926,97.46560463432296
41.80124223602484,97.82766111513396
41.80124223602484,97.82766111513396
41.80124223602484,97.82766111513396
41.80124223602484,97.82766111513396
41.80124223602484,97.82766111513396
41.80124223602484,97.82766111513396
41.80124223602484,97.82766111513396
41.80124223602484,97.82766111513396
41.80124223602484,97.82766111513396
41.80124223602484,97.82766111513396
41.80124223602484,97.82766111513396
42.01863354037267,98.26212889210717
42.04968944099379,98.26212889210717
42.04968944099379,98.26212889210717
42.04968944099379,98.26212889210717
42.04968944099379,98.26212889210717
42.04968944099379,98.26212889210717
42.20496894409938,98.62418537291818
42.04968944099379,98.26212889210717
42.04968944099379,98.26212889210717
42.04968944099379,98.26212889210717
